,Source,URL,Primary Author,Title,Positive Percentage,Neutral Percentage,Negative Percentage,Summary,Date,Summmary
34,vice.com,https://www.vice.com/en/article/88n8pk/more-gravesites-for-indigenous-children-discovered-at-canadian-residential-schools,Anya Zoledziowski,More Gravesites for Indigenous Children Discovered at Canadian Residential Schools,0.017486265,0.2677493,0.7147644,,2021-06-14T07:00:00+00:00,"  Residential schools were used by the Canadian government to forcibly assimilate an estimated 150,000 First Nations, Inuit, and Métis children.   So far, more than 4,100 children who died while attending residential school have been identified as part of the Truth and Reconciliation Commission’s Missing Children Project, which documents the burial sites of children who died while at residential school.   In 2015, the TRC published 94 calls to action along with its findings, including six calls that explicitly reference unmarked graves and undocumented children who were killed at the schools.  “The most basic of questions about missing children—Who died? Why did they die? never been addressed or comprehensively documented by the Canadian government,” according to the TRC.  ‘I demand that all governments commit to supporting First Nations seeking thorough investigations into former residential school sites and to take any, and all action available to hold perpetrators accountable for their actions,” Assembly of First Nations"
35,independent.co.uk,https://www.independent.co.uk/news/world/americas/pope-indigenous-schools-death-canada-b1860543.html,Celine Wadhera,Pope Francis voices ‘pain’ but no apology over deaths of 215 children at church-run boarding school,0.031807266,0.40975258,0.5584402,,2021-06-06T07:00:00+00:00,"  “I am following with pain the news that arrives from Canada about the upsetting discovery of the remains of 215 children,” the pontiff said on Sunday.  “I join with the Canadian bishops and the entire Catholic church in Canada in expressing my closeness to the Canadian people traumatised by the shocking news.  “This sad discovery adds to the awareness of the sorrows and sufferings of the past.”  Ground-penetrating radar was used to confirm the presence of the children’s remains at the Kamloops Indian Residential School in Kamloops, British Columbia, in May.   Residential schools aimed to assimilate indigenous children into mainstream white Canadian society. In 2008, the Canadian government formally apologised for the harm that was caused by residential schools, and has since offered compensation to survivors.   On Friday, Mr Trudeau but said that Canada was “still seeing resistance” and that he was “deeply disappointed” in the position taken by the Catholic Church.  The Anglican, Presbyterian and United churches have all apologised for their complicity in the residential school system.  Established in 2008, the Canadian Truth and Reconciliation Commission aimed to document the history and lasting legacy of the Canadian residential school system on indigenous students, their families and their communities."
36,bostonglobe.com,https://www.bostonglobe.com/2021/05/29/world/more-than-200-bodies-found-indigenous-school-canada/,N/A,More than 200 bodies found at Indigenous school in Canada,0.017959109,0.20625256,0.77578825,,2021-05-29T07:00:00+00:00,"  “This really resurfaces the issue of residential schools and the wounds from this legacy of genocide towards Indigenous people,” Terry Teegee, Assembly of First Nations regional chief for British Columbia, said Friday.   The Kamloops school operated between 1890 and 1969, when the federal government took over operations from the Catholic Church and operated it as a day school until it closed in 1978.  Casimir said it’s believed the deaths are undocumented, although a local museum archivist is working with the Royal British Columbia Museum to see if any records of the deaths can be found.  “Given the size of the school, with up to 500 students registered and attending at any one time, we understand that this confirmed loss affects First Nations communities across British Columbia and beyond,” Casimir said in the initial release issued late Thursday.   Casimir said band officials are informing community members and surrounding communities that had children who attended the school.   The First Nations Health Authority called the discovery of the remains “extremely painful” and said in a website posting that it “will have a significant impact on the Tk’emlúps community and in the communities served by this residential school.”  The authority's CEO, Richard Jock, said the discovery “illustrates the damaging and lasting impacts that the residential school system continues to have on First Nations people, their families and communities,.”  Nicole Schabus, a law professor at Thompson Rivers University, said each of her first-year law students at the Kamloops university spends at least one day at the former residential school speaking with survivors about conditions they had endured.  She said"
37,cbsnews.com,https://www.cbsnews.com/news/215-bodies-found-canada-indigenous-school/,N/A,More than 200 bodies found at Indigenous school in Canada,0.017363023,0.20236418,0.7802728,,2021-05-31T07:00:00+00:00,"  ""This really resurfaces the issue of residential schools and the wounds from this legacy of genocide towards Indigenous people,"" Terry Teegee, Assembly of First Nations regional chief for British Colombia, said Friday.      ""Given the size of the school, with up to 500 students registered and attending at any one time, we understand that this confirmed loss affects First Nations communities across British Columbia and beyond,"" Casimir said in the initial release issued late Thursday.     Casimir said band officials are informing community members and surrounding communities that had children who attended the school.      The First Nations Health Authority called the discovery of the remains ""extremely painful"" and said in a website posting that it ""will have a significant impact on the Tk'emlúps community and in the communities served by this residential school.""     The authority's CEO, Richard Jock, said the discovery ""illustrates the damaging and lasting impacts that the residential school system continues to have on First Nations people, their families and communities,.""     Nicole Schabus, a law professor at Thompson Rivers University, said each of her first-year law students at the Kamloops university spends at least one day at the former residential school speaking with survivors about conditions they had endured.     She said she did not hear survivors talk about an unmarked grave area, ""but they all talk about the kids who didn't make it."""
38,reuters.com,https://www.reuters.com/world/americas/mass-grave-reopens-wounds-among-indigenous-survivors-colonial-canadian-school-2021-06-02/,Anna Mehler Paperny,Discovery of children's remains reopens wounds among indigenous survivors of colonial Canadian schools,0.030563427,0.25691122,0.71252537,,2021-06-02T07:00:00+00:00,"A First Nations family views the defaced Ryerson University statue of Egerton Ryerson, considered an architect of Canada's residential indigenous school system, following the discovery of the remains of 215 children on the site of British Columbia's former Kamloops Indian Residential School, in Toronto, Ontario, Canada June 2, 2021.   Between 1831 and 1996, Canada's residential school system forcibly separated about 150,000 children from their homes and subjected them to abuse, rape and malnutrition at schools across the country in what the Truth and Reconciliation Commission in 2015 called ""cultural genocide.""  Run by the government and church groups, the schools' stated aim was to assimilate indigenous children.   Amid growing outrage, the federal government said on Wednesday it will urgently disburse money promised two years ago to indigenous communities that want to search former school sites for the remains of children. On Wednesday, Vancouver Archbishop J. Michael Miller said on Twitter ""The Church was unquestionably wrong"" and his archdiocese would be transparent with its archives and records regarding residential schools."
39,vice.com,https://www.vice.com/en/article/dyv3xa/jason-kenney-wont-stop-defending-the-architect-of-residential-schools,Anya Zoledziowski,Jason Kenney Won’t Stop Defending the Architect of Residential Schools,0.017223349,0.24905923,0.7337174,,2021-06-01T07:00:00+00:00,"Last year, Alberta Premier Jason Kenney criticized people in who wanted to get rid of a John A. Macdonald statue in Montreal.   As people across Canada grieve and contemplate ways to hold colonizers to account after the remains of 215 Indigenous children were found buried under a former residential school, Alberta Premier Jason Kenney again defended the former Canadian prime minister who created the residential school system.   Dozens more sites like the one discovered by Tk’emlúps te Secwépemc are expected to surface going forward, since an estimated 4,000 to 15,000 children, many undocumented, were killed at residential schools nationwide.  “Indian children should be withdrawn as much as possible from the parental influence, and the only way to do that would be to put them in central training industrial schools, where they will acquire the habits and modes of thought of white men,” Macdonald said of the schools at the time. Also last year, Kenney refused to fire a speech writer who referred to residential schools as a “bogus genocide story,” and made it illegal for land defenders and protesters, many of whom are Indigenous, to mobilize at pipelines and other resource extraction sites."
40,nypost.com,https://nypost.com/2021/05/28/215-indigenous-kids-found-buried-on-former-school-grounds-in-canada/,Gabrielle Fonrouge,Mass grave with 215 Indigenous kids found on former school grounds in Canada,0.016308194,0.2462329,0.7374588,,2021-05-28T07:00:00+00:00,"  The grisly discovery in the interior of southern British Columbia was made at the former Kamloops Indian residential school using ground-penetrating radar and announced late Thursday by the Tk’emlups te Secwépemc people, The Guardian reported.   In 2015, a historic Truth and Reconciliation Commission probing the residential school’s history described them as a “culture of genocide” targeting Indigenous people in Canada.   Outbreaks of measles, tuberculosis, influenza and other contagious diseases were rampant at the facility and many kids died as a result.   Mary Ellen Turpel-Lafond, director of the Indian Residential School History and Dialogue Centre at the University of British Columbia in Vancouver, told CBC the discovery confirms what the community has known for years — many kids were sent to the school and never returned.  “There may be reasons why they wouldn’t record the deaths properly and that they weren’t treated with dignity and respect because that was the whole purpose of the residential school … to take total control of Indian children, to remove their culture, identity and connection to their family,” she told the outlet.  Casimir told CBC that a report will be provided on the discovery next month and the findings are “preliminary."
41,vice.com,https://www.vice.com/en/article/93ykb8/catholic-church-shocked-at-discovery-of-remains-of-215-indigenous-children-but-takes-no-responsibility,Anya Zoledziowski,Catholic Church 'Shocked' at Discovery of Remains of 215 Indigenous Children But Takes No Responsibility,0.031657632,0.4883788,0.47996357,,2021-06-01T07:00:00+00:00,"Five of the calls urge the government to help communities investigate and document children who died or went missing while attending residential school, but so far only one has been implemented: federal support for a national registry of children who died in residential schools.   The room for accountability is “endless,” White said, adding that those behind residential schools—governments, churches—need to provide adequate funding and support to Indigenous communities, so that communities and groups like hers can address systemic racism and colonialism, and help their members heal from it.  “Everything that is done around any school has to be driven by the community or communities involved...   Similar unmarked graves at former residential schools are believed to exist since schools didn’t keep clear records, and several First Nations have already committed to leading their own investigations. So far, more than 4,100 children who died while attending residential school have been identified as part of the Truth and Reconciliation Commission’s Missing Children Project, which documents the burial sites of children who died while at residential school."
42,aljazeera.com,https://www.aljazeera.com/news/2021/6/29/cancel-canada-day-nothing-to-celebrate-amid-unmarked-graves,N/A,Cancel Canada Day: ‘Nothing to celebrate’ amid unmarked graves,0.018889887,0.2534979,0.7276122,,2021-06-29T07:00:00+00:00,"That is the message from many Indigenous people across Canada, which is marking its national Canada Day holiday on Thursday only weeks after hundreds of Indigenous children’s remains were discovered in unmarked graves.  The remains were discovered in preliminary searches at the sites of former “residential schools” – forced-assimilation institutions at which Indigenous children were subjected to physical and sexual violence, psychological harm, starvation, and other forms of abuse.     Indigenous people across Canada, particularly residential school survivors and their families, have experienced renewed trauma since the unmarked graves were discovered, while years-long calls for real accountability and justice from Ottawa and the Catholic Church have grown louder.  “As First Nations mourn and in light of the challenging moment we are in as a Canadian nation following the discovery of the remains of 215 children at a former Residential School, Council has decided to take the time to explore new possibilities, instead of the previously planned virtual Canada Day broadcast,” said Lisa Helps, the mayor of Victoria, BC, on June 11. There is a difference between legitimate criticism and always choosing to run Canada down.”  But Idle No More, an Indigenous-led grassroots movement that is leading Cancel Canada Day protests across the country,   The group said at least 50 municipalities have decided to cancel Canada Day events so far this year.  “It is heartening to see 50 municipalities cancelling Canada Day out of respect for the grief Indigenous peoples are going through."
43,vice.com,https://www.vice.com/en/article/y3dnyk/more-churches-torched-in-canada-as-outrage-against-catholics-grows,Anya Zoledziowski,More Churches Up in Flames in Canada as Outrage Against Catholic Church Grows,0.016156612,0.16263142,0.82121193,,2021-06-30T07:00:00+00:00,"Another two Catholic Churches have been torched in Canada, as more Indigenous Nations have confirmed unmarked graves at residential school sites that likely hold the remains of Indigenous children. Some have had stuffed animals placed near the entrance, while one church in Saskatchewan had the words “we were children” painted across its doors.  The incidents occur amid new and ongoing reports of more than 1,000 unmarked graves of Indigenous peoples, mostly children, found at former residential school sites across Canada.  Last month, Tk’emlúps te Secwépemc First Nation confirmed 215 unmarked graves at the former Kamloops Indian Residential School—painful news that resulted in more Indigenous communities searching former residential schools in their territories.   Residential schools were run by the Canadian government and churches to forcibly assimilate 150,000 First Nations, Inuit, and Métis children, starting in the 1830s. According to Canada’s Truth and Reconciliation Commission, about 4,100 students were killed at residential schools, but that number is likely to climb."
44,aljazeera.com,https://www.aljazeera.com/news/2021/6/1/canada-this-one-unmarked-grave-what-genocide-looks-like,Jillian Kestler-D'Amours,Canada: ‘This one unmarked grave is what genocide looks like’,0.026524864,0.21861969,0.75485545,,2021-06-01T07:00:00+00:00,"  The system intended to assimilate Indigenous children into Canadian society and eliminate what state officials at the time described as an “Indian problem”; children were forcibly separated from their parents and siblings, beaten for speaking their Indigenous languages, and suffered rampant malnutrition, physical violence, forced labour and sexual abuse.  The discovery of the children’s remains in Canada’s westernmost province on Thursday has reopened persistent wounds for First Nations, Métis and Inuit, especially residential school survivors and their families.   The recommendations included calls for Canada to fund a national deaths register, to work with churches, Indigenous communities and residential school survivors to map cemeteries at the schools, to respond to families’ wishes for commemorations and markers, and to implement a strategy to identify, monitor and protect cemeteries.  “Last year, in 2020, no Calls to Action were completed. According to 2016 census data, more than 52 percent of children in foster care that year were Indigenous, while Indigenous children made up only 7.7 percent of the country’s total population.   But while the tribunal ordered Canada to compensate First Nations children – and later, to extend eligibility for government services to more Indigenous children – Blackstock told Al Jazeera that Ottawa is still not fully compliant with the decisions."
45,theguardian.com,https://www.theguardian.com/world/2021/jun/25/justin-trudeau-indigenous-residential-schools-horrified-ashamed,Leyland Cecco,Trudeau says Canadians ‘horrified and ashamed’ of forced assimilation,0.014768282,0.15376677,0.83146495,,2021-06-25T07:00:00+00:00,"Justin Trudeau has said that Canadians are “horrified and ashamed” by their government’s longtime policy of forcing Indigenous children to attend boarding schools where nearly 1,000 unmarked graves have now been discovered – but stopped short of launching a national investigation. The commissioners identified 20 unmarked gravesites at former residential schools, but they also warned that more unidentified gravesites were yet to be found across the country.   Trudeau’s government has also come under fire from opposition parties and Indigenous advocates, who have called on him to end litigation against First Nations children who suffered in foster care, and residential school survivors. The compensation order follows a separate tribunal ruling in 2016, which determined that the federal government failed to provide the same funding to Indigenous children as welfare services elsewhere in the country, a move that amounted to discrimination."
46,cbsnews.com,https://www.cbsnews.com/news/indigenous-children-schools-canada-trudeau-pope-should-apologize/,Christopher Ehlers,Justin Trudeau says Pope Francis should apologize on Canadian soil for church's role in residential schools,0.05908129,0.39946932,0.54144937,,2021-06-29T07:00:00+00:00,"Canadian Prime Minister Justin Trudeau says Pope Francis should come to Canada and apologize on behalf of the Catholic Church for its role in running residential schools for Indigenous children, after hundreds of bodies were located in two unmarked graves.   Trudeau said Friday in Ottawa that he spoke with the pope one day after Cowessess First Nation announced that some 751 unmarked graves at the site of the former Marieval Residential School in Saskatchewan, the Canadian province that borders Montana and North Dakota. These are unmarked graves.""   Weeks earlier, 215 unmarked graves were found at the site of the now-shuttered Kamloops Indian Residential School in British Columbia."
47,vice.com,https://www.vice.com/en/article/5dbd48/people-in-canada-are-cancelling-canada-day,Anya Zoledziowski,People in Canada Are Cancelling Canada Day,0.015230552,0.18568195,0.79908746,,2021-06-10T07:00:00+00:00,"There are likely many more sites like it across the country.  “The history of our country’s genocidal relationship with First Nations has been once again revealed in a way that is painful,” Victoria mayor Lisa Helps wrote in a motion, following consultations with Indigenous leaders. , July 1 will be used to pay tribute to residential school student and their families and to “acknowledge the role the Canadian government and the churches played in the attempted genocide of Indigenous people.”  Residential schools were used by the Canadian government to forcibly assimilate an estimated 150,000 First Nations, Inuit, and Métis children. In 2017, as Canada geared up to celebrate the country’s 150th birthday—the official celebration in Canada’s capital, Ottawa, costing upwards of $500 million—Indigenous folks all over and their allies abstained from celebrating.   Instead of Canada Day, Idle No More, an ongoing Indigenous justice movement, has announced several rallies taking place across the country to honour “all of the lives lost to the Canadian State—Indigenous lives, Black Lives, Migrant lives, Women and Trans and Two Spirit lives—all of the relatives that we have lost.”"
48,buzzfeednews.com,https://www.buzzfeednews.com/article/juliareinstein/canada-indigenous-graves-school,Julia Reinstein,751 Unmarked Graves Were Found At A Former Boarding School For Indigenous Children,0.023059106,0.27710712,0.69983375,,2021-06-24T07:00:00+00:00,"At least 751 unmarked graves were found at a former boarding school for Indigenous children in Canada, officials said Thursday. The only crime we ever committed as children was being born Indigenous,"" Chief Bobby Cameron of the Federation of Sovereign Indigenous First Nations said in a press conference.     Less than a month prior to Thursday's announcement, a mass grave containing the bodies of 215 Indigenous children was found at another such school, the now-defunct Kamloops Indian Residential School in British Columbia.     Both institutions were part of a dark chapter in Canadian history, in which Indigenous children were removed from their families and sent to schools run by the government and church in order to strip them of their culture and force them to assimilate."
49,thehill.com,https://thehill.com/changing-america/respect/556647-canadian-government-asks-pope-to-apologize-for-mass-graves-of,N/A,Canadian government asks Pope to apologize for mass graves of Indigenous children,0.025618091,0.19432767,0.7800543,,2021-06-03T07:00:00+00:00,"Canadian officials are urging the Pope to issue a formal apology days after the remains of 215 Indigenous children were found at the site of a former residential school in Canada.   According to The Associated Press (AP), First Nations children from the 19th century through the 1970s were forced to attend Christian schools to convert to Christianity and assimilate them into Canadian society. “I am writing to express my deep apology and profound condolences to the families and communities that have been devastated by this horrific news,” Archbishop Michael Miller said.   “The Church was unquestionably wrong in implementing a government colonialist policy which resulted in devastation for children, families and communities,” he said.  CULTURAL PRESSURES RUNNING HIGH AS MARTIN SCORSESE STARTS FILMING ‘KILLERS OF THE FLOWER MOON’  NEW APP WILL SHOW YOU WHAT INDIGENOUS LAND YOU’RE ON RIGHT NOW  INDIGENOUS SHAMAN HAS A WARNING ABOUT THE AMAZON AND ALL LIFE ON EARTH  "
50,reuters.com,https://www.reuters.com/world/china-allies-seek-probe-into-indigenous-childrens-remains-canada-2021-06-22/,Stephanie Nebehay,Canada's Trudeau questions China seeking probe of indigenous children's remains,0.053958677,0.4034454,0.5425959,,2021-06-22T07:00:00+00:00,"People visit a makeshift memorial on the grounds of the former Kamloops Indian Residential School, after the Tk'emlups te Secwepemc band council encouraged mourners to take part in a national day of prayer to honour the remains of 215 children that were found at the site in Kamloops, British Columbia, Canada June 6, 2021. China and its allies called on Tuesday for an investigation into the discovery of the remains of indigenous children in Canada at the site of a former boarding school, prompting an angry response from Prime Minister Justin Trudeau.   Trudeau, condemning what he called ""the systemic abuse and human rights violations"" in Xinjiang, said a Canadian truth and reconciliation commission had worked from 2008 to 2015 to address the mistreatment of the indigenous population.   Jiang read the statement out on behalf of countries such as Russia, Belarus, Iran, North Korea, Syria and Venezuela, all of which have been criticized by Western nations for human rights violations."
51,seattletimes.com,https://www.seattletimes.com/nation-world/in-canada-activists-topple-statue-demand-popes-apology-amid-reckoning-over-indigenous-childrens-deaths/,Miriam Berger,"In Canada, activists topple statue, demand pope’s apology amid reckoning over Indigenous children’s deaths",0.017000401,0.13655466,0.84644496,,2021-06-07T07:00:00+00:00,"The University, Canadian Prime Minister Justin Trudeau said at a forum there last week, “is going through a process right now around its own name, and I think what really matters is that these conversations be had in a responsible and mature fashion and that people are really listening.”  Pressure has also been mounting on the Catholic Church to issue a formal apology for its role in running schools such as Kamloops Indian Residential School and to hand over all the records that might help to identify unmarked burial sites and the students who died or went missing.   Trudeau, who is Catholic, said last week that he was “deeply disappointed” in the Church’s refusal to apologize.  The Kamloops Indian Residential School, the largest in operation, was set up in 1890 and administered by the Roman Catholic Church until 1969.   A 2015 commission by Canada’s Truth and Reconciliation Commission concluded that what happened to Indigenous students at schools like Kamloops constituted “cultural genocide.”   The Canadian government apologized in 2008 for the physical and psychological abuse Indigenous children endured at residential schools."
52,aljazeera.com,https://www.aljazeera.com/program/newsfeed/2021/5/30/remains-of-215-indigenous-children-found-in-canada,N/A,Remains of 215 Indigenous children found in Canada,0.025938813,0.39471522,0.57934594,,2021-05-30T07:00:00+00:00,The remains of 215 Indigenous children have been found at the site of a former residential school in Canada. Prime Minister Justin Trudeau called the discovery a “painful reminder” of a “shameful chapter” in the country’s history. Edited by Seena Khalil.
53,vice.com,https://www.vice.com/en/article/y3db9b/two-canadian-catholic-churches-burn-to-the-ground-on-indigenous-land,Mack Lamoureux,Two Canadian Catholic Churches Burn to the Ground on Indigenous Land,0.015130993,0.1368577,0.8480113,,2021-06-15T07:00:00+00:00,"-old Catholic churches built on Indigenous land in British Columbia burned to the ground early Monday morning, about a month after 215 Indigenous children were discovered buried under a former Catholic-run residential school. The officer saw flames licking out of Sacred Heart Church on Penticton Indian Band land and called the fire department.   Residential schools, which were run by the Canadian government, often through Christian churches, were used to forcibly assimilate Indigenous children and have a long and horrific legacy that includes physical and sexual assault and the deaths of an estimated 15,000 Indigenous children. More than half of residential schools—which were open from the late 1800s until the 1990s—were run by the Catholic Church."
54,washingtonpost.com,https://www.washingtonpost.com/nation/2021/07/30/rheal-forest-residential-schools/,Julian Mark,Father Rhéal Forest claims Indigenous children lied about sexual abuse,0.031533815,0.35438618,0.61407995,,2021-07-30T07:00:00+00:00,"He asserted that Indigenous children enjoyed being at the residential schools and said that survivors of sexual abuse at the schools lied about it to receive settlement money from the Canadian government, which has paid $3 billion to 28,000 victims, according to the Canadian Broadcast Corp.  “If they wanted extra money, from the money that was given to them, they had to lie sometimes — lie that they were abused sexually and, oop, another $50,000,” Forest said during a video-recorded sermon that was removed from Facebook but reposted by the CBC.   In a statement shared with The Washington Post, the archdiocese on Thursday said it disavowed Forest’s comments: “We very much take to heart the pain his words have caused to numerous people, not least of course Indigenous people and, more specifically, survivors of the Residential School system.”   It identified more than 40 “successful convictions of former residential school staff members who sexually or physically abused students.” If I had a shotgun at night and I’d see them, I’d go, ‘Boom!’ just to scare them and if they don’t run away, I’ll shoot them,” Forest said of the vandals, according to the CBC.  “I am not just sorry or regret or wish he hadn’t used those words,” he said."
55,dailymail.co.uk,https://www.dailymail.co.uk/news/article-9630875/Remains-215-children-former-indigenous-school-site-Canada.html,N/A,Remains of 215 children found at former indigenous school site,0.01586932,0.20218992,0.78194076,,2021-05-28T07:00:00+00:00,"  It found more than 4,100 children died while attending residential schools.   Conditions were so rife with disease, abuse and neglect that the odds of dying in Canadian residential schools were about the same as for those serving in Canada's military during World War II.   The next year, the Canadian Conference of Catholic Bishops issued a statement saying the Pope would not personally apologize, but that he had not 'shied away from recognizing injustices faced by indigenous peoples around the world'.  This week, the Catholic church again formally apologized for its role in the tragedy.  'The pain that such news causes reminds us of our ongoing need to bring to light every tragic situation that occurred in residential schools run by the Church,' the Archbishop of the Vancouver Archdiocese, J. Michael Miller, said in a statement.   The First Nations Health Authority CEO Richard Jock said the discovery 'illustrates the damaging and lasting impacts that the residential school system continues to have on First Nations people, their families and communities'.  Experts warned more mass burial sites would be found in the coming years.  'There are residential school burial sites all over Canada, some of which have yet to be discovered,' Cindy Blackstock, executive director of the First Nations Child and Family Caring Society, told CTV News Channel.  After hearing reports of the bodies being discovered at the school, Canadian artist Tamara Bell created the display of 215 sets of children's shoes at the Vancouver Art Gallery so people could understand the scale of the tragedy.  'I was so emotional."
56,vice.com,https://www.vice.com/en/article/v7eyvm/protesters-toppled-queen-victoria-and-elizabeth-ii-statues-on-canada-day,Manisha Krishnan,‘Take Her Down.’ Protesters Toppled Queen Victoria and Elizabeth II Statues on Canada Day,0.022416262,0.24478164,0.7328021,,2021-07-02T07:00:00+00:00,",” was placed near it.     According to CBC News, a smaller statue of Queen Elizabeth II was also knocked down.  The incidents took place amid a wider push to cancel Canada Day celebrations Thursday as the country reckons with the legacy of its colonial roots. discovered on former residential school sites by First Nations. Last week, Cowessess First Nation confirmed an estimated 751 unmarked graves at a former residential school in Saskatchewan, following up on the May announcement from Tk’emlúps te Secwépemc First Nation of 215 graves at the Kamloops Indian Residential School.  Canada’s residential schools, most of which were run by the Catholic church, ripped an estimated 150,000 First Nations, Inuit, and Métis children from their families and attempted to forcibly assimilate them. In recent weeks, activists have painted various statues of Canada’s First Prime Minister, John A. Macdonald, red."
57,vice.com,https://www.vice.com/en/article/wx5jay/canada-215-indigenous-children-un-criminal-investigation,Anya Zoledziowski,Trudeau Calls for the Catholic Church to Take Responsibility for Deaths of Indigenous Children,0.040060334,0.40228307,0.5576566,,2021-06-04T07:00:00+00:00,"Prime Minister Justin Trudeau, who personally asked Pope Francis to apologize to residential school survivors and their families in 2017, is asking the Catholic Church to “step up” and take responsibility for its role in residential schools after the bodies of 215 undocumented children, some as young as 3, were found buried under a former Catholic-run residential school.  “It’s going to be a really important moment to make it clear that we expect the Church to step up and take responsibility for its role in this and be there to help in the grieving and the healing, including with records, as necessary,” Trudeau said. “We’re still seeing resistance from the Church, possibly from the Church in Canada.”  “The judiciary should conduct criminal investigations into all suspicious death and allegations of torture and sexual violence against children hosted in residential schools, and prosecute and sanction the perpetrators and concealors who may still be alive An estimated 4,000 to 15,000 children, many undocumented, were killed at residential schools nationwide.  “Large-scale human rights violations have been committed against children belonging to Indigenous communities,” the UN statement says. have been implemented—and just one related to unmarked burials of children killed at residential schools."
58,apnews.com,https://apnews.com/article/canada-9707e8f0c4746a6bb0512c0d01729832,Rob Gillies,Canada lowers flags after discovery of bodies at school site,0.022109602,0.4671925,0.51069784,,2021-05-30T07:00:00+00:00,"The remains of 215 children, some as young as 3 years old, have been found buried on the site of what was once Canada's largest Indigenous residential school — one of the institutions that held children taken from families across the nation. The remains of 215 children, some as young as 3 years old, have been found buried on the site of what was once Canada's largest Indigenous residential school — one of the institutions that held children taken from families across the nation.   TORONTO (AP) — Canadian Prime Minister Justin Trudeau asked Sunday that flags at all federal buildings be flown at half-staff to honor more than 200 children whose remains have been found buried at what was once Canada’s largest Indigenous residential school — one of the institutions that held children taken from families across the nation.  The Peace Tower flag on Parliament Hill in the nation’s capital of Ottawa was among those lowered to half-staff.  “To honor the 215 children whose lives were taken at the former Kamloops residential school and all Indigenous children who never made it home, the survivors, and their families, I have asked that the Peace Tower and all federal buildings be flown at half-mast,” Trudeau tweeted. “This should be a moment that the country never forgets.”  Sol Mamakwa, an Indigenous opposition legislator who represents the Ontario riding of Kiiwetinoong, called on the province and Canadian government to work with all First Nations to look for remains at other defunct residential schools.  “"
59,abcnews.go.com,https://abcnews.go.com/International/wireStory/canada-bodies-indigenous-school-isolated-incident-78003652,Rob Gillies,Canada: Bodies at Indigenous school not isolated incident,0.016811091,0.19200954,0.79117936,,2021-05-31T07:00:00+00:00,"We have to acknowledge the truth. This is a reality of residential schools,” Singh said.   Perry Bellegarde, chief of the Assembly of First Nations, has said while it is not new to find graves at former residential schools, it’s always crushing to have that chapter’s wounds exposed.   “It is a great open secret that our children lie on the properties of former schools."
60,politico.com,https://www.politico.com/news/2021/06/25/trudeau-canada-indigenous-history-496307,Nick Taylor-Vaisey,Trudeau: 'Canadians are horrified and ashamed',0.029766226,0.39579588,0.5744379,,2021-06-25T07:00:00+00:00,"  Hua Chunying tweeted an infographic that shamed Canada’s record on residential schools and disproportionately poor education and employment outcomes for Indigenous people. She announced the U.S. federal government will launch a review of American boarding schools that, like Canada’s residential school system, attempted to force cultural assimilation onto Native Americans. Canadians were already facing uncomfortable questions about how to celebrate Canada Day, a national holiday on July 1 that marks the country's founding in 1867.   Now, a growing number of communities are pausing Canada Day celebrations, including two provincial capitals on opposite sides of the country: Victoria, British Columbia, and Fredericton, New Brunswick."
61,breitbart.com,https://www.breitbart.com/europe/2021/06/07/leftists-topple-behead-statue-of-canadian-education-pioneer/,Chris Tomlinson,Left Extremists Topple and Behead Statue of Canadian Education Pioneer,0.0147931455,0.17812799,0.8070789,,2021-06-07T07:00:00+00:00,"A statue of Canadian educator Egerton Ryerson, located at Ryerson University in Toronto, was toppled this weekend and beheaded by extremists who threw the monument in Toronto harbour.   According to a report from CTV, in 2010 Ryerson university stated that Ryerson himself had not personally implemented or overseen any residential schools, but years later the university acknowledged Ryerson had influenced the residential school system.   The statue of Ryerson, which was also attacked last July during Black Lives Matter protests, was vandalised with paint earlier in the week before it was torn down by protesters and subsequently beheaded and thrown into Toronto harbour.   The toppling and beheading of the statue of Egerton Ryerson came nearly a year after a statue of Canada’s first Prime Minister Sir John A. Macdonald was toppled and beheaded in Montreal last August by far-left activists.  Sir John A., like Ryerson, is linked to residential schools and the reported discovery in Kamloops has led to another statue of the former Prime Minister being removed in Charlottetown, Prince Edward Island last week.  "
62,apnews.com,https://apnews.com/article/canada-religion-99e6a6508a9eddf82279108edb4ed1f2,Rob Gillies,Why some schools in Canada have unmarked graves,0.02260639,0.48131037,0.49608332,,2021-06-25T07:00:00+00:00,"Leaders of Indigenous groups in Canada say investigators have found more than 600 unmarked graves at the site of a former residential school for Indigenous children in Saskatchewan.   Perry Bellegarde, chief of the Assembly of First Nations, said it is not unusual to find such graves at former residential schools but is always a devastating discovery that reopens old wounds about the forced assimilation of native children at those often-abusive institutions.   A National Truth and Reconciliation Commission, which was set up as part of a government apology and settlement, issued a report in 2015 that identified about 3,200 confirmed deaths at schools.   Trudeau has said the government will help preserve gravesites and search for unmarked burial grounds at other schools, but he and his ministers have stressed the need for indigenous communities to decide for themselves how they want to proceed."
